rank,slack_ns,requirement_ns,datapath_delay_ns,logic_levels,path_group,startpoint,end_point,start_clock,end_clock
"10757","-1.488","10.000","11.115","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_704_767_24_26/RAMB/WADR3","clk_out2_pll","clk_out2_pll"
"10758","-1.488","10.000","11.115","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_704_767_24_26/RAMC/WADR3","clk_out2_pll","clk_out2_pll"
"10759","-1.488","10.000","11.115","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_704_767_24_26/RAMD/WADR3","clk_out2_pll","clk_out2_pll"
"10760","-1.488","10.000","11.146","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_384_447_27_29/RAMA/WADR2","clk_out2_pll","clk_out2_pll"
"10761","-1.488","10.000","11.146","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_384_447_27_29/RAMB/WADR2","clk_out2_pll","clk_out2_pll"
"10762","-1.488","10.000","11.146","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_384_447_27_29/RAMC/WADR2","clk_out2_pll","clk_out2_pll"
"10763","-1.488","10.000","11.146","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_384_447_27_29/RAMD/WADR2","clk_out2_pll","clk_out2_pll"
"10764","-1.488","10.000","11.215","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_832_895_12_14/RAMA/WADR3","clk_out2_pll","clk_out2_pll"
"10765","-1.488","10.000","11.215","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_832_895_12_14/RAMB/WADR3","clk_out2_pll","clk_out2_pll"
"10766","-1.488","10.000","11.215","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_832_895_12_14/RAMC/WADR3","clk_out2_pll","clk_out2_pll"
"10767","-1.488","10.000","11.215","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_832_895_12_14/RAMD/WADR3","clk_out2_pll","clk_out2_pll"
"10768","-1.488","10.000","11.358","26","","student_top_inst/Core_cpu/u_core/u_backend/u_rename/srat_q_reg[21][5]/C","student_top_inst/Core_cpu/u_core/u_backend/dispatch_buffer_entry_q_reg[1][prd][3]/D","clk_out2_pll","clk_out2_pll"
"10769","-1.488","10.000","11.294","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_192_255_9_11/RAMA/WADR1","clk_out2_pll","clk_out2_pll"
"10770","-1.488","10.000","11.294","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_192_255_9_11/RAMB/WADR1","clk_out2_pll","clk_out2_pll"
"10771","-1.488","10.000","11.294","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_192_255_9_11/RAMC/WADR1","clk_out2_pll","clk_out2_pll"
"10772","-1.488","10.000","11.294","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_192_255_9_11/RAMD/WADR1","clk_out2_pll","clk_out2_pll"
"10773","-1.488","10.000","11.248","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[0][uop][pc][5]/CE","clk_out2_pll","clk_out2_pll"
"10774","-1.487","10.000","11.140","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_192_255_30_31/RAMA/WADR1","clk_out2_pll","clk_out2_pll"
"10775","-1.487","10.000","11.140","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_192_255_30_31/RAMB/WADR1","clk_out2_pll","clk_out2_pll"
"10776","-1.487","10.000","11.140","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_192_255_30_31/RAMC/WADR1","clk_out2_pll","clk_out2_pll"
"10777","-1.487","10.000","11.140","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_192_255_30_31/RAMD/WADR1","clk_out2_pll","clk_out2_pll"
"10778","-1.487","10.000","11.140","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_640_703_27_29/RAMA/WADR1","clk_out2_pll","clk_out2_pll"
"10779","-1.487","10.000","11.140","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_640_703_27_29/RAMB/WADR1","clk_out2_pll","clk_out2_pll"
"10780","-1.487","10.000","11.140","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_640_703_27_29/RAMC/WADR1","clk_out2_pll","clk_out2_pll"
"10781","-1.487","10.000","11.140","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_640_703_27_29/RAMD/WADR1","clk_out2_pll","clk_out2_pll"
"10782","-1.487","10.000","10.940","16","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_960_1023_24_26/RAMC/I","clk_out2_pll","clk_out2_pll"
"10783","-1.487","10.000","11.358","26","","student_top_inst/Core_cpu/u_core/u_backend/u_rename/srat_q_reg[21][5]/C","student_top_inst/Core_cpu/u_core/u_backend/dispatch_buffer_entry_q_reg[0][uop][imm_i][30]/D","clk_out2_pll","clk_out2_pll"
"10784","-1.487","10.000","11.269","25","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_cold_queue/entry_q_reg[0][rob_idx][4]/CE","clk_out2_pll","clk_out2_pll"
"10785","-1.487","10.000","11.155","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_512_575_9_11/RAMC/I","clk_out2_pll","clk_out2_pll"
"10786","-1.487","10.000","11.126","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_704_767_21_23/RAMA/WADR3","clk_out2_pll","clk_out2_pll"
"10787","-1.487","10.000","11.126","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_704_767_21_23/RAMB/WADR3","clk_out2_pll","clk_out2_pll"
"10788","-1.487","10.000","11.126","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_704_767_21_23/RAMC/WADR3","clk_out2_pll","clk_out2_pll"
"10789","-1.487","10.000","11.126","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_704_767_21_23/RAMD/WADR3","clk_out2_pll","clk_out2_pll"
"10790","-1.487","10.000","11.175","20","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_addr_q_reg[1][17]/D","clk_out2_pll","clk_out2_pll"
"10791","-1.487","10.000","11.354","26","","student_top_inst/Core_cpu/u_core/u_backend/u_rename/srat_q_reg[21][5]/C","student_top_inst/Core_cpu/u_core/u_backend/dispatch_buffer_entry_q_reg[1][uop][imm_j][7]/D","clk_out2_pll","clk_out2_pll"
"10792","-1.487","10.000","11.039","23","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_rob/entry_q_reg[24][result][23]/CE","clk_out2_pll","clk_out2_pll"
"10793","-1.487","10.000","10.881","23","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_rob/entry_q_reg[27][csr_wdata][17]/R","clk_out2_pll","clk_out2_pll"
"10794","-1.487","10.000","10.881","23","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_rob/entry_q_reg[27][csr_wdata][25]/R","clk_out2_pll","clk_out2_pll"
"10795","-1.487","10.000","10.881","23","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_rob/entry_q_reg[27][csr_wdata][3]/R","clk_out2_pll","clk_out2_pll"
"10796","-1.487","10.000","10.881","23","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_rob/entry_q_reg[27][csr_wdata][7]/R","clk_out2_pll","clk_out2_pll"
"10797","-1.487","10.000","11.294","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_0_63_12_14/RAMA/WADR1","clk_out2_pll","clk_out2_pll"
"10798","-1.487","10.000","11.294","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_0_63_12_14/RAMB/WADR1","clk_out2_pll","clk_out2_pll"
"10799","-1.487","10.000","11.294","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_0_63_12_14/RAMC/WADR1","clk_out2_pll","clk_out2_pll"
"10800","-1.487","10.000","11.294","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_0_63_12_14/RAMD/WADR1","clk_out2_pll","clk_out2_pll"
"10801","-1.487","10.000","10.935","16","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_832_895_24_26/RAMC/I","clk_out2_pll","clk_out2_pll"
"10802","-1.487","10.000","11.354","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_384_447_12_14/RAMA/WADR0","clk_out2_pll","clk_out2_pll"
"10803","-1.487","10.000","11.354","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_384_447_12_14/RAMB/WADR0","clk_out2_pll","clk_out2_pll"
"10804","-1.487","10.000","11.354","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_384_447_12_14/RAMC/WADR0","clk_out2_pll","clk_out2_pll"
"10805","-1.487","10.000","11.354","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_384_447_12_14/RAMD/WADR0","clk_out2_pll","clk_out2_pll"
"10806","-1.486","10.000","11.234","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[0][prs1][2]/CE","clk_out2_pll","clk_out2_pll"
"10807","-1.486","10.000","11.056","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_64_127_30_31/RAMA/WADR4","clk_out2_pll","clk_out2_pll"
"10808","-1.486","10.000","11.056","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_64_127_30_31/RAMB/WADR4","clk_out2_pll","clk_out2_pll"
"10809","-1.486","10.000","11.056","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_64_127_30_31/RAMC/WADR4","clk_out2_pll","clk_out2_pll"
"10810","-1.486","10.000","11.056","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_64_127_30_31/RAMD/WADR4","clk_out2_pll","clk_out2_pll"
"10811","-1.486","10.000","11.359","26","","student_top_inst/Core_cpu/u_core/u_backend/u_rename/srat_q_reg[21][5]/C","student_top_inst/Core_cpu/u_core/u_backend/dispatch_buffer_entry_q_reg[1][uop][inst][24]/D","clk_out2_pll","clk_out2_pll"
"10812","-1.486","10.000","11.003","16","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_768_831_27_29/RAMA/I","clk_out2_pll","clk_out2_pll"
"10813","-1.486","10.000","11.237","25","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_cold_queue/entry_q_reg[0][uop][csr_addr][4]/CE","clk_out2_pll","clk_out2_pll"
"10814","-1.486","10.000","11.139","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_64_127_15_17/RAMA/WADR0","clk_out2_pll","clk_out2_pll"
"10815","-1.486","10.000","11.139","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_64_127_15_17/RAMB/WADR0","clk_out2_pll","clk_out2_pll"
"10816","-1.486","10.000","11.139","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_64_127_15_17/RAMC/WADR0","clk_out2_pll","clk_out2_pll"
"10817","-1.486","10.000","11.139","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_64_127_15_17/RAMD/WADR0","clk_out2_pll","clk_out2_pll"
"10818","-1.486","10.000","11.359","26","","student_top_inst/Core_cpu/u_core/u_backend/u_rename/srat_q_reg[21][5]/C","student_top_inst/Core_cpu/u_core/u_backend/dispatch_buffer_entry_q_reg[1][uop][imm_i][8]/D","clk_out2_pll","clk_out2_pll"
"10819","-1.486","10.000","11.259","25","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_cold_queue/entry_q_reg[0][uop][csr_addr][8]/CE","clk_out2_pll","clk_out2_pll"
"10820","-1.486","10.000","11.259","25","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_cold_queue/entry_q_reg[0][uop][imm_i][30]/CE","clk_out2_pll","clk_out2_pll"
"10821","-1.486","10.000","11.259","25","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_cold_queue/entry_q_reg[0][uop][opcode][1]/CE","clk_out2_pll","clk_out2_pll"
"10822","-1.486","10.000","11.259","25","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_cold_queue/entry_q_reg[0][uop][opcode][3]/CE","clk_out2_pll","clk_out2_pll"
"10823","-1.486","10.000","11.539","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[5][uop][imm_b][20]/D","clk_out2_pll","clk_out2_pll"
"10824","-1.486","10.000","11.251","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[1][uop][imm_b][28]/CE","clk_out2_pll","clk_out2_pll"
"10825","-1.486","10.000","11.251","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[1][uop][imm_j][17]/CE","clk_out2_pll","clk_out2_pll"
"10826","-1.486","10.000","11.251","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[1][uop][imm_j][5]/CE","clk_out2_pll","clk_out2_pll"
"10827","-1.486","10.000","11.251","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[1][uop][imm_s][28]/CE","clk_out2_pll","clk_out2_pll"
"10828","-1.486","10.000","11.251","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[1][uop][pred_target][5]/CE","clk_out2_pll","clk_out2_pll"
"10829","-1.486","10.000","11.090","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_128_191_30_31/RAMA/WADR2","clk_out2_pll","clk_out2_pll"
"10830","-1.486","10.000","11.090","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_128_191_30_31/RAMB/WADR2","clk_out2_pll","clk_out2_pll"
"10831","-1.486","10.000","11.090","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_128_191_30_31/RAMC/WADR2","clk_out2_pll","clk_out2_pll"
"10832","-1.486","10.000","11.090","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_128_191_30_31/RAMD/WADR2","clk_out2_pll","clk_out2_pll"
"10833","-1.486","10.000","11.574","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[2][uop][pc][2]/D","clk_out2_pll","clk_out2_pll"
"10834","-1.486","10.000","10.969","18","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_mem_iq/entry_q_reg[1][uop][imm_s][10]/CE","clk_out2_pll","clk_out2_pll"
"10835","-1.486","10.000","10.969","18","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_mem_iq/entry_q_reg[1][uop][imm_s][11]/CE","clk_out2_pll","clk_out2_pll"
"10836","-1.486","10.000","10.969","18","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_mem_iq/entry_q_reg[1][uop][imm_s][12]/CE","clk_out2_pll","clk_out2_pll"
"10837","-1.486","10.000","10.969","18","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_mem_iq/entry_q_reg[1][uop][imm_s][13]/CE","clk_out2_pll","clk_out2_pll"
"10838","-1.486","10.000","11.166","21","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_896_959_0_2/RAMA/I","clk_out2_pll","clk_out2_pll"
"10839","-1.485","10.000","10.947","16","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_768_831_27_29/RAMB/I","clk_out2_pll","clk_out2_pll"
"10840","-1.485","10.000","11.194","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_640_703_21_23/RAMA/WADR0","clk_out2_pll","clk_out2_pll"
"10841","-1.485","10.000","11.194","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_640_703_21_23/RAMB/WADR0","clk_out2_pll","clk_out2_pll"
"10842","-1.485","10.000","11.194","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_640_703_21_23/RAMC/WADR0","clk_out2_pll","clk_out2_pll"
"10843","-1.485","10.000","11.194","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_640_703_21_23/RAMD/WADR0","clk_out2_pll","clk_out2_pll"
"10844","-1.485","10.000","11.259","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[0][uop][csr_imm]/CE","clk_out2_pll","clk_out2_pll"
"10845","-1.485","10.000","11.212","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_0_63_18_20/RAMA/WADR0","clk_out2_pll","clk_out2_pll"
"10846","-1.485","10.000","11.212","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_0_63_18_20/RAMB/WADR0","clk_out2_pll","clk_out2_pll"
"10847","-1.485","10.000","11.212","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_0_63_18_20/RAMC/WADR0","clk_out2_pll","clk_out2_pll"
"10848","-1.485","10.000","11.212","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_0_63_18_20/RAMD/WADR0","clk_out2_pll","clk_out2_pll"
"10849","-1.485","10.000","11.246","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[0][uop][pc][28]/CE","clk_out2_pll","clk_out2_pll"
"10850","-1.485","10.000","11.537","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[5][uop][imm_j][19]/D","clk_out2_pll","clk_out2_pll"
"10851","-1.485","10.000","11.094","20","","student_top_inst/Core_cpu/u_core/u_backend/u_execute/mem_req_count_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_320_383_9_11/RAMC/I","clk_out2_pll","clk_out2_pll"
"10852","-1.485","10.000","11.566","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[5][uop][imm_s][30]/D","clk_out2_pll","clk_out2_pll"
"10853","-1.485","10.000","11.004","16","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way1_q_reg_64_127_24_26/RAMB/I","clk_out2_pll","clk_out2_pll"
"10854","-1.485","10.000","11.277","24","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_core/u_backend/u_int_iq/u_active_queue/entry_q_reg[1][uop][imm_b][6]/CE","clk_out2_pll","clk_out2_pll"
"10855","-1.484","10.000","11.137","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_384_447_0_2/RAMA/WADR0","clk_out2_pll","clk_out2_pll"
"10856","-1.484","10.000","11.137","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_384_447_0_2/RAMB/WADR0","clk_out2_pll","clk_out2_pll"
"10857","-1.484","10.000","11.137","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_384_447_0_2/RAMC/WADR0","clk_out2_pll","clk_out2_pll"
"10858","-1.484","10.000","11.137","17","","student_top_inst/Core_cpu/u_core/u_backend/u_rob/retire_stage_valid_q_reg[1]/C","student_top_inst/Core_cpu/u_dcache/data_way0_q_reg_384_447_0_2/RAMD/WADR0","clk_out2_pll","clk_out2_pll"
