index,slack_ns,requirement_ns,datapath_delay_ns,logic_levels,startpoint_pin,endpoint_pin,path_group
11,-0.660,5.000,5.265,7,"student_top_inst/Core_cpu/u_core_top/u_dcache/g_data_bank[3].u_data_bank/mem_q_reg_0/CLKBWRCLK","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][25]/D","setup"
12,-0.658,5.000,5.266,7,"student_top_inst/Core_cpu/u_core_top/u_dcache/g_data_bank[3].u_data_bank/mem_q_reg_0/CLKBWRCLK","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][csr_src][25]/D","setup"
13,-0.654,5.000,5.499,11,"student_top_inst/Core_cpu/u_core_top/load_head_q_reg[0]/C","student_top_inst/Core_cpu/u_core_top/u_dcache/tag_read_q_reg[12]/D","setup"
14,-0.650,5.000,5.054,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][19]/R","setup"
15,-0.650,5.000,5.054,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][30]/R","setup"
16,-0.647,5.000,5.568,9,"student_top_inst/Core_cpu/u_core_top/u_dcache/g_data_bank[3].u_data_bank/mem_q_reg_0/CLKBWRCLK","student_top_inst/Core_cpu/u_core_top/exec_mem_addr_q_reg[25]/D","setup"
17,-0.646,5.000,5.113,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][24]/CE","setup"
18,-0.646,5.000,5.113,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][26]/CE","setup"
19,-0.645,5.000,4.861,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[13][21]/R","setup"
20,-0.645,5.000,4.861,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[13][30]/R","setup"
21,-0.644,5.000,5.041,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[3][wstrb][0]/R","setup"
22,-0.644,5.000,5.056,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[4][13]/R","setup"
23,-0.643,5.000,5.042,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[1][addr][0]/R","setup"
24,-0.642,5.000,5.039,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wstrb][0]/R","setup"
25,-0.642,5.000,5.040,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[1][forward_data][16]/R","setup"
26,-0.642,5.000,5.040,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[1][forward_data][18]/R","setup"
27,-0.641,5.000,5.040,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wstrb][1]/R","setup"
28,-0.640,5.000,5.038,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][17]/R","setup"
29,-0.640,5.000,5.038,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][18]/R","setup"
30,-0.640,5.000,5.038,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][22]/R","setup"
31,-0.640,5.000,5.051,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[8][14]/R","setup"
32,-0.640,5.000,5.051,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[8][9]/R","setup"
33,-0.638,5.000,5.482,11,"student_top_inst/Core_cpu/u_core_top/load_head_q_reg[0]/C","student_top_inst/Core_cpu/u_core_top/u_dcache/tag_read_q_reg[2]/D","setup"
34,-0.634,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][0]/R","setup"
35,-0.634,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][10]/R","setup"
36,-0.634,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][2]/R","setup"
37,-0.634,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][9]/R","setup"
38,-0.633,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[3][wdata][1]/R","setup"
39,-0.633,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[3][wdata][2]/R","setup"
40,-0.633,5.000,5.323,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][11]/R","setup"
41,-0.633,5.000,5.323,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][19]/R","setup"
42,-0.633,5.000,5.323,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][20]/R","setup"
43,-0.633,5.000,5.323,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][21]/R","setup"
44,-0.633,5.000,5.323,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][23]/R","setup"
45,-0.633,5.000,5.323,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][5]/R","setup"
46,-0.633,5.000,5.323,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][6]/R","setup"
47,-0.633,5.000,5.323,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][8]/R","setup"
48,-0.633,5.000,4.858,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[1][exception_tval][10]/R","setup"
49,-0.630,5.000,5.551,9,"student_top_inst/Core_cpu/u_core_top/u_dcache/g_data_bank[3].u_data_bank/mem_q_reg_0/CLKBWRCLK","student_top_inst/Core_cpu/u_core_top/exec_mem_addr_q_reg[27]/D","setup"
50,-0.630,5.000,5.041,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[4][14]/R","setup"
51,-0.630,5.000,5.041,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[4][9]/R","setup"
52,-0.630,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][16]/R","setup"
53,-0.630,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][19]/R","setup"
54,-0.630,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][20]/R","setup"
55,-0.630,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][23]/R","setup"
56,-0.630,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][25]/R","setup"
57,-0.630,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][30]/R","setup"
58,-0.630,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[0][forward_data][8]/R","setup"
59,-0.630,5.000,5.043,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[9][13]/R","setup"
60,-0.630,5.000,5.043,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[9][9]/R","setup"
61,-0.629,5.000,4.842,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/exec_q_reg[op1][0]/R","setup"
62,-0.629,5.000,4.842,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/exec_q_reg[uop][pc][27]/R","setup"
63,-0.629,5.000,4.842,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/exec_q_reg[uop][pred_next_pc][25]/R","setup"
64,-0.629,5.000,4.842,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/exec_q_reg[uop][pred_next_pc][28]/R","setup"
65,-0.629,5.000,4.842,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/exec_q_reg[uop][pred_next_pc][30]/R","setup"
66,-0.629,5.000,4.842,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/exec_q_reg[uop][pred_next_pc][31]/R","setup"
67,-0.629,5.000,4.842,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/exec_q_reg[uop][pred_next_pc][8]/R","setup"
68,-0.629,5.000,4.842,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/exec_q_reg[uop][rd][3]/R","setup"
69,-0.629,5.000,5.039,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][6]/R","setup"
70,-0.629,5.000,5.039,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][8]/R","setup"
71,-0.629,5.000,5.040,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[1][wdata][0]/R","setup"
72,-0.629,5.000,5.040,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[1][wdata][2]/R","setup"
73,-0.628,5.000,5.041,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[21][13]/R","setup"
74,-0.628,5.000,5.041,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[21][9]/R","setup"
75,-0.627,5.000,5.054,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[0][wdata][30]/R","setup"
76,-0.626,5.000,5.107,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][7]/CE","setup"
77,-0.626,5.000,5.036,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[3][wdata][18]/R","setup"
78,-0.622,5.000,5.466,11,"student_top_inst/Core_cpu/u_core_top/load_head_q_reg[0]/C","student_top_inst/Core_cpu/u_core_top/u_dcache/tag_read_q_reg[8]/D","setup"
79,-0.621,5.000,5.082,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_cause][0]/CE","setup"
80,-0.621,5.000,5.082,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][15]/CE","setup"
81,-0.621,5.000,5.082,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][18]/CE","setup"
82,-0.621,5.000,5.082,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][4]/CE","setup"
83,-0.621,5.000,5.056,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[28][13]/R","setup"
84,-0.620,5.000,4.847,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[1][exception_tval][11]/R","setup"
85,-0.619,5.000,4.839,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[7][30]/R","setup"
86,-0.619,5.000,5.028,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[3][6]/R","setup"
87,-0.619,5.000,5.028,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[20][14]/R","setup"
88,-0.619,5.000,5.028,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[16][14]/R","setup"
89,-0.619,5.000,5.028,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[16][8]/R","setup"
90,-0.617,5.000,5.030,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[5][13]/R","setup"
91,-0.617,5.000,4.837,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[19][30]/R","setup"
92,-0.617,5.000,5.028,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[18][14]/R","setup"
93,-0.617,5.000,5.028,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[18][8]/R","setup"
94,-0.617,5.000,5.051,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[13][14]/R","setup"
95,-0.617,5.000,5.051,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[13][8]/R","setup"
96,-0.617,5.000,5.051,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[13][9]/R","setup"
97,-0.615,5.000,5.021,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][29]/R","setup"
98,-0.615,5.000,4.839,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[7][exception_tval][14]/R","setup"
99,-0.615,5.000,4.839,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[7][exception_tval][17]/R","setup"
100,-0.615,5.000,4.839,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[7][exception_tval][6]/R","setup"
101,-0.615,5.000,4.839,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[7][exception_valid]/R","setup"
102,-0.615,5.000,5.023,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[27][8]/R","setup"
103,-0.615,5.000,4.834,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_muldiv/a_q_reg[27]/R","setup"
104,-0.614,5.000,5.027,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[16][0]/R","setup"
105,-0.614,5.000,5.027,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[16][12]/R","setup"
106,-0.613,5.000,5.073,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][10]/CE","setup"
107,-0.613,5.000,5.073,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][29]/CE","setup"
108,-0.613,5.000,5.073,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][6]/CE","setup"
109,-0.613,5.000,5.073,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][9]/CE","setup"
110,-0.613,5.000,4.837,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[7][exception_cause][1]/R","setup"
111,-0.613,5.000,4.837,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[7][exception_tval][15]/R","setup"
112,-0.613,5.000,4.837,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[7][exception_tval][18]/R","setup"
113,-0.613,5.000,4.837,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[7][exception_tval][28]/R","setup"
114,-0.613,5.000,4.832,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_muldiv/a_q_reg[21]/R","setup"
115,-0.613,5.000,4.832,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_muldiv/a_q_reg[22]/R","setup"
116,-0.613,5.000,4.832,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_muldiv/a_q_reg[23]/R","setup"
117,-0.612,5.000,5.021,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[1][wdata][14]/R","setup"
118,-0.612,5.000,5.021,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[1][wdata][1]/R","setup"
119,-0.612,5.000,5.021,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[1][wdata][6]/R","setup"
120,-0.612,5.000,5.021,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[1][wdata][8]/R","setup"
121,-0.612,5.000,4.832,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_muldiv/a_q_reg[24]/R","setup"
122,-0.611,5.000,5.141,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[2][result][11]/R","setup"
123,-0.611,5.000,5.141,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[2][result][4]/R","setup"
124,-0.611,5.000,5.141,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[2][result][5]/R","setup"
125,-0.611,5.000,5.141,11,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[2][result][6]/R","setup"
126,-0.611,5.000,5.008,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[0][addr][0]/R","setup"
127,-0.611,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[1][wdata][9]/R","setup"
128,-0.611,5.000,4.833,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[30][30]/R","setup"
129,-0.611,5.000,4.833,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[30][31]/R","setup"
130,-0.610,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][14]/R","setup"
131,-0.610,5.000,5.044,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[2][wdata][1]/R","setup"
132,-0.610,5.000,4.836,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][exception_tval][30]/R","setup"
133,-0.610,5.000,5.069,12,"student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[4][fu][0]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[5][exception_tval][5]/CE","setup"
134,-0.609,5.000,5.454,11,"student_top_inst/Core_cpu/u_core_top/load_head_q_reg[0]/C","student_top_inst/Core_cpu/u_core_top/u_dcache/tag_read_q_reg[6]/D","setup"
135,-0.608,5.000,5.011,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/store_q_reg[3][wdata][29]/R","setup"
136,-0.608,5.000,4.834,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/wb_data_q_reg[27]/R","setup"
137,-0.608,5.000,5.021,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[6][13]/R","setup"
138,-0.607,5.000,5.016,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[11][6]/R","setup"
139,-0.607,5.000,5.016,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[11][8]/R","setup"
140,-0.607,5.000,5.317,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][10]/R","setup"
141,-0.607,5.000,5.317,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][12]/R","setup"
142,-0.607,5.000,5.317,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][14]/R","setup"
143,-0.607,5.000,5.317,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][15]/R","setup"
144,-0.607,5.000,5.317,8,"student_top_inst/Core_cpu/u_core_top/id_uop_q_reg[rs1][1]/C","student_top_inst/Core_cpu/u_core_top/scoreboard_q_reg[0][csr_src][9]/R","setup"
145,-0.607,5.000,5.041,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[12][14]/R","setup"
146,-0.607,5.000,5.041,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/u_regfile/regs_q_reg[12][9]/R","setup"
147,-0.607,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[1][forward_data][17]/R","setup"
148,-0.607,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[1][forward_data][23]/R","setup"
149,-0.607,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[1][forward_data][25]/R","setup"
150,-0.607,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[1][forward_data][26]/R","setup"
151,-0.607,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[1][forward_data][30]/R","setup"
152,-0.607,5.000,5.026,0,"student_top_inst/cpu_rst_sync_reg/C","student_top_inst/Core_cpu/u_core_top/load_q_reg[1][forward_data][8]/R","setup"
